n_sku,ds,y
2,2016-01-30,76900.83
3,2016-01-30,27156.6
4,2016-01-30,4917.64
5,2016-01-30,2625.48
1,2016-01-31,5780.75
2,2016-01-31,59818.28
3,2016-01-31,43753.92
4,2016-01-31,4007.37
5,2016-01-31,2124.4
1,2016-02-01,8854.3
2,2016-02-01,49977.9
3,2016-02-01,46806.78
4,2016-02-01,8936.73
5,2016-02-01,1731.45
1,2016-02-02,8465.28
2,2016-02-02,72552.48
3,2016-02-02,46444.32
4,2016-02-02,8596.56
5,2016-02-02,2318.16
1,2016-02-03,9389.48
2,2016-02-03,71247.16
3,2016-02-03,44450.25
4,2016-02-03,8536.32
5,2016-02-03,2468.4
1,2016-02-04,8677.3
2,2016-02-04,71677.44
3,2016-02-04,45677.76
4,2016-02-04,9412.8
5,2016-02-04,2860.92
1,2016-02-05,9818.32
2,2016-02-05,73942.86
3,2016-02-05,31530.76
4,2016-02-05,10087.96
5,2016-02-05,2381.65
1,2016-02-06,7403.55
2,2016-02-06,77038.76
3,2016-02-06,22241.4
4,2016-02-06,4947.22
5,2016-02-06,3043.44
1,2016-02-07,4443.84
2,2016-02-07,53275.31
3,2016-02-07,23617.86
4,2016-02-07,2977.86
5,2016-02-07,2232.0
1,2016-02-08,5864.56
2,2016-02-08,39292.28
3,2016-02-08,21677.04
4,2016-02-08,3732.48
5,2016-02-08,1501.5
1,2016-02-09,6110.82
2,2016-02-09,42888.3
3,2016-02-09,41044.64
4,2016-02-09,7959.074999999999
5,2016-02-09,1329.57
1,2016-02-10,9046.31
2,2016-02-10,49321.44
3,2016-02-10,51131.9
4,2016-02-10,8555.88
5,2016-02-10,1589.7
1,2016-02-11,9645.16
2,2016-02-11,81999.61
3,2016-02-11,43258.02
4,2016-02-11,9786.4
5,2016-02-11,2337.0
1,2016-02-12,10431.3
2,2016-02-12,74941.58
3,2016-02-12,27147.84
4,2016-02-12,9945.98
5,2016-02-12,2472.53
1,2016-02-13,7478.68
2,2016-02-13,73136.64
3,2016-02-13,27616.56
4,2016-02-13,4876.2
5,2016-02-13,3310.33
1,2016-02-14,6890.88
2,2016-02-14,60496.32
3,2016-02-14,48698.28
4,2016-02-14,4155.97
5,2016-02-14,2210.88
1,2016-02-15,8916.7
2,2016-02-15,57966.3
3,2016-02-15,40647.88
4,2016-02-15,9249.58
5,2016-02-15,2068.78
1,2016-02-16,9980.28
2,2016-02-16,75062.82
3,2016-02-16,41773.44
4,2016-02-16,9741.4
5,2016-02-16,2319.2
1,2016-02-17,9460.5
2,2016-02-17,65104.72
3,2016-02-17,47141.04
4,2016-02-17,8254.7
5,2016-02-17,2431.38
1,2016-02-18,9003.54
2,2016-02-18,65884.8
3,2016-02-18,49002.84
4,2016-02-18,9437.13
5,2016-02-18,2691.05
1,2016-02-19,10165.34
2,2016-02-19,80436.55
3,2016-02-19,33638.76
4,2016-02-19,8262.8
5,2016-02-19,2997.72
1,2016-02-20,8588.12
2,2016-02-20,70935.48
3,2016-02-20,28371.0
4,2016-02-20,5170.6
5,2016-02-20,2835.31
1,2016-02-21,7022.87
2,2016-02-21,54377.52
3,2016-02-21,44260.13
4,2016-02-21,4315.31
5,2016-02-21,4005.12
1,2016-02-22,8999.1
2,2016-02-22,46017.79
3,2016-02-22,50094.22
4,2016-02-22,8707.3
5,2016-02-22,2369.1
1,2016-02-23,9432.96
2,2016-02-23,76005.28
3,2016-02-23,42282.53
4,2016-02-23,9849.24
5,2016-02-23,2292.45
1,2016-02-24,8923.2
2,2016-02-24,71015.7
3,2016-02-24,46989.36
4,2016-02-24,8271.72
5,2016-02-24,2700.88
1,2016-02-25,9219.84
2,2016-02-25,66934.14
3,2016-02-25,51168.96
4,2016-02-25,10237.76
5,2016-02-25,3051.89
1,2016-02-26,10379.31
2,2016-02-26,81541.81
3,2016-02-26,28523.95
4,2016-02-26,9148.59
5,2016-02-26,2757.24
1,2016-02-27,8187.9
2,2016-02-27,73125.3
3,2016-02-27,27238.35
4,2016-02-27,4696.74
5,2016-02-27,2891.56
1,2016-02-28,6626.07
2,2016-02-28,61929.14
3,2016-02-28,42315.0
4,2016-02-28,3899.61
5,2016-02-28,3251.52
1,2016-02-29,9677.8
2,2016-02-29,54336.62
3,2016-02-29,44817.86
4,2016-02-29,9254.77
5,2016-02-29,2266.26
1,2016-03-01,9920.88
2,2016-03-01,71208.67
3,2016-03-01,46954.9
4,2016-03-01,9828.0
5,2016-03-01,2945.16
1,2016-03-02,9846.72
2,2016-03-02,69599.44
3,2016-03-02,43599.08
4,2016-03-02,8970.39
5,2016-03-02,2507.28
1,2016-03-03,10729.96
2,2016-03-03,80761.32
3,2016-03-03,44702.8
4,2016-03-03,9415.89
5,2016-03-03,2983.91
1,2016-03-04,8804.25
2,2016-03-04,80668.37
3,2016-03-04,33500.24
4,2016-03-04,8989.44
5,2016-03-04,3131.24
1,2016-03-05,9447.03
2,2016-03-05,81344.55
3,2016-03-05,26990.08
4,2016-03-05,4573.28
5,2016-03-05,3397.97
1,2016-03-06,6579.0
2,2016-03-06,62077.07
3,2016-03-06,41685.28
4,2016-03-06,3715.86
5,2016-03-06,3758.7
1,2016-03-07,9396.24
2,2016-03-07,55009.77
3,2016-03-07,45365.93
4,2016-03-07,9654.12
5,2016-03-07,2480.1
1,2016-03-08,9115.96
2,2016-03-08,74388.68
3,2016-03-08,44528.4
4,2016-03-08,9843.12
5,2016-03-08,2505.69
1,2016-03-09,8248.24
2,2016-03-09,67101.9
3,2016-03-09,49223.16
4,2016-03-09,8992.48
5,2016-03-09,2686.6
1,2016-03-10,9479.25
2,2016-03-10,73367.58
3,2016-03-10,49272.44
4,2016-03-10,9657.9
5,2016-03-10,2967.3
1,2016-03-11,10879.92
2,2016-03-11,80750.8
3,2016-03-11,30601.4
4,2016-03-11,8708.52
5,2016-03-11,3173.84
1,2016-03-12,8785.26
2,2016-03-12,87451.1
3,2016-03-12,29349.0
4,2016-03-12,4751.25
5,2016-03-12,3341.65
1,2016-03-13,6072.43
2,2016-03-13,67076.1
3,2016-03-13,43981.66
4,2016-03-13,3969.7
5,2016-03-13,3744.58
1,2016-03-14,8609.28
2,2016-03-14,53145.06
3,2016-03-14,46853.91
4,2016-03-14,8907.66
5,2016-03-14,2646.16
1,2016-03-15,9452.1
2,2016-03-15,80633.84
3,2016-03-15,44049.34
4,2016-03-15,8344.7
5,2016-03-15,2825.28
1,2016-03-16,9810.36
2,2016-03-16,70329.4
3,2016-03-16,50022.72
4,2016-03-16,9146.13
5,2016-03-16,2958.55
1,2016-03-17,10149.84
2,2016-03-17,73431.36
3,2016-03-17,50769.67
4,2016-03-17,9584.19
5,2016-03-17,2747.29
1,2016-03-18,9009.84
2,2016-03-18,77756.64
3,2016-03-18,34620.46
4,2016-03-18,9479.54
5,2016-03-18,3259.2
1,2016-03-19,8233.46
2,2016-03-19,74508.16
3,2016-03-19,26060.02
4,2016-03-19,4476.72
5,2016-03-19,3028.64
1,2016-03-20,5930.47
2,2016-03-20,69240.96
3,2016-03-20,46448.76
4,2016-03-20,3334.18
5,2016-03-20,4053.71
1,2016-03-21,9333.0
2,2016-03-21,48769.38
3,2016-03-21,46312.5
4,2016-03-21,8365.35
5,2016-03-21,2666.44
1,2016-03-22,9044.25
2,2016-03-22,73907.65
3,2016-03-22,47260.72
4,2016-03-22,8832.24
5,2016-03-22,1515.9
1,2016-03-23,10560.48
2,2016-03-23,79121.51
3,2016-03-23,41823.14
4,2016-03-23,9407.0
5,2016-03-23,2765.22
1,2016-03-24,6804.0
2,2016-03-24,80414.94
3,2016-03-24,42336.373999999996
4,2016-03-24,4081.35
5,2016-03-24,2981.16
1,2016-03-25,8388.279999999999
2,2016-03-25,49939.38
3,2016-03-25,24915.45
4,2016-03-25,7523.105
5,2016-03-25,1978.56
1,2016-03-26,7194.33
2,2016-03-26,69691.1775
3,2016-03-26,24369.4
4,2016-03-26,3219.58
5,2016-03-26,1390.12
1,2016-03-27,7452.05
2,2016-03-27,53382.3
3,2016-03-27,52134.7
4,2016-03-27,4090.54
5,2016-03-27,1583.68
1,2016-03-28,10233.32
2,2016-03-28,48827.79
3,2016-03-28,43710.03
4,2016-03-28,10199.24
5,2016-03-28,1816.84
1,2016-03-29,10299.96
2,2016-03-29,70955.28
3,2016-03-29,44270.24
4,2016-03-29,9962.77
5,2016-03-29,2559.18
1,2016-03-30,10608.97
2,2016-03-30,78338.98
3,2016-03-30,46874.9
4,2016-03-30,9967.05
5,2016-03-30,3005.1
1,2016-03-31,9380.3
2,2016-03-31,69906.86
3,2016-03-31,46275.84
4,2016-03-31,9826.2
5,2016-03-31,2943.14
1,2016-04-01,9537.05
2,2016-04-01,76999.37
3,2016-04-01,31173.54
4,2016-04-01,9935.38
5,2016-04-01,3380.46
1,2016-04-02,7479.36
2,2016-04-02,74716.55
3,2016-04-02,23804.08
4,2016-04-02,3930.48
5,2016-04-02,2551.1
1,2016-04-03,6265.71
2,2016-04-03,59302.54
3,2016-04-03,46175.93
4,2016-04-03,3050.72
5,2016-04-03,2678.06
1,2016-04-04,9515.88
2,2016-04-04,44407.48
3,2016-04-04,41850.9
4,2016-04-04,8558.34
5,2016-04-04,2893.4
1,2016-04-05,9613.5
2,2016-04-05,71850.48
3,2016-04-05,50856.12
4,2016-04-05,9557.6
5,2016-04-05,2512.32
1,2016-04-06,10215.72
2,2016-04-06,65936.78
3,2016-04-06,49324.77
4,2016-04-06,8921.92
5,2016-04-06,3097.5
1,2016-04-07,10799.72
2,2016-04-07,67921.49
3,2016-04-07,47435.22
4,2016-04-07,9438.72
5,2016-04-07,3211.0
1,2016-04-08,11053.68
2,2016-04-08,88283.52
3,2016-04-08,33425.73
4,2016-04-08,8185.45
5,2016-04-08,3517.45
1,2016-04-09,8940.4
2,2016-04-09,86536.8
3,2016-04-09,26415.06
4,2016-04-09,4569.48
5,2016-04-09,3726.06
1,2016-04-10,6457.07
2,2016-04-10,64928.67
3,2016-04-10,50447.38
4,2016-04-10,3231.06
5,2016-04-10,3415.96
1,2016-04-11,9230.55
2,2016-04-11,47674.8
3,2016-04-11,49805.7
4,2016-04-11,9312.1
5,2016-04-11,2132.82
1,2016-04-12,10352.25
2,2016-04-12,74155.12
3,2016-04-12,41922.54
4,2016-04-12,8936.22
5,2016-04-12,2581.68
1,2016-04-13,9553.44
2,2016-04-13,75531.84
3,2016-04-13,47102.46
4,2016-04-13,6030.09
5,2016-04-13,2966.85
1,2016-04-14,8696.76
2,2016-04-14,68269.52
3,2016-04-14,47759.92
4,2016-04-14,9137.4
5,2016-04-14,2730.7
1,2016-04-15,8966.4
2,2016-04-15,71880.06
3,2016-04-15,30158.52
4,2016-04-15,8826.86
5,2016-04-15,3085.6
1,2016-04-16,8748.82
2,2016-04-16,73213.47
3,2016-04-16,24240.85
4,2016-04-16,4343.1
5,2016-04-16,3137.96
1,2016-04-17,5291.65
2,2016-04-17,63180.0
3,2016-04-17,42074.76
4,2016-04-17,3103.73
5,2016-04-17,3327.34
1,2016-04-18,8465.45
2,2016-04-18,47395.92
3,2016-04-18,49335.48
4,2016-04-18,9214.58
5,2016-04-18,1837.52
1,2016-04-19,9318.63
2,2016-04-19,67318.02
3,2016-04-19,48740.58
4,2016-04-19,9493.9
5,2016-04-19,2393.94
1,2016-04-20,10262.92
2,2016-04-20,73764.0
3,2016-04-20,50139.43
4,2016-04-20,9776.8
5,2016-04-20,3051.74
1,2016-04-21,9679.84
2,2016-04-21,84870.72
3,2016-04-21,44846.46
4,2016-04-21,8722.35
5,2016-04-21,2855.68
1,2016-04-22,10711.77
2,2016-04-22,70336.63
3,2016-04-22,33969.85
4,2016-04-22,10042.92
5,2016-04-22,3460.85
1,2016-04-23,8876.04
2,2016-04-23,88862.25
3,2016-04-23,26598.24
4,2016-04-23,4069.94
5,2016-04-23,3743.06
1,2016-04-24,6282.24
2,2016-04-24,57091.58
3,2016-04-24,49271.27
4,2016-04-24,3351.6
5,2016-04-24,3400.32
1,2016-04-25,7708.0
2,2016-04-25,52764.6
3,2016-04-25,49219.58
4,2016-04-25,8018.0
5,2016-04-25,2151.8
1,2016-04-26,10030.18
2,2016-04-26,63946.8
3,2016-04-26,48653.55
4,2016-04-26,8226.4
5,2016-04-26,2583.11
1,2016-04-27,10542.48
2,2016-04-27,78655.18
3,2016-04-27,45169.82
4,2016-04-27,8207.29
5,2016-04-27,2840.16
1,2016-04-28,9698.88
2,2016-04-28,69534.01
3,2016-04-28,40457.02
4,2016-04-28,9630.46
5,2016-04-28,2966.26
1,2016-04-29,10131.04
2,2016-04-29,83662.2
3,2016-04-29,34903.4
4,2016-04-29,6850.56
5,2016-04-29,3234.4
1,2016-04-30,8737.15
2,2016-04-30,67026.05
3,2016-04-30,25400.55
4,2016-04-30,4263.6
5,2016-04-30,3624.06
1,2016-05-01,5909.24
2,2016-05-01,64136.01
3,2016-05-01,44216.8
4,2016-05-01,3130.25
5,2016-05-01,4420.17
1,2016-05-02,9618.16
2,2016-05-02,47358.5
3,2016-05-02,43011.15
4,2016-05-02,8161.68
5,2016-05-02,2071.08
1,2016-05-03,9660.0
2,2016-05-03,68163.16
3,2016-05-03,48066.54
4,2016-05-03,8322.86
5,2016-05-03,2757.31
1,2016-05-04,9253.53
2,2016-05-04,79082.63
3,2016-05-04,45642.12
4,2016-05-04,9452.31
5,2016-05-04,3044.7
1,2016-05-05,9224.82
2,2016-05-05,82947.24
3,2016-05-05,51140.25
4,2016-05-05,9735.93
5,2016-05-05,3108.58
1,2016-05-06,10719.45
2,2016-05-06,83231.28
3,2016-05-06,34807.76
4,2016-05-06,8820.12
5,2016-05-06,2941.26
1,2016-05-07,9042.24
2,2016-05-07,75213.32
3,2016-05-07,24485.37
4,2016-05-07,4086.61
5,2016-05-07,3357.68
1,2016-05-08,6390.32
2,2016-05-08,59883.72
3,2016-05-08,43481.96
4,2016-05-08,3837.24
5,2016-05-08,4260.08
1,2016-05-09,9213.66
2,2016-05-09,53760.85
3,2016-05-09,52400.66
4,2016-05-09,8091.93
5,2016-05-09,2690.87
1,2016-05-10,9148.8
2,2016-05-10,73739.88
3,2016-05-10,42728.48
4,2016-05-10,8544.96
5,2016-05-10,2923.48
1,2016-05-11,9163.59
2,2016-05-11,69639.75
3,2016-05-11,49014.7
4,2016-05-11,8638.35
5,2016-05-11,2945.8
1,2016-05-12,9724.25
2,2016-05-12,72464.1
3,2016-05-12,55144.19
4,2016-05-12,8671.39
5,2016-05-12,2804.27
1,2016-05-13,10543.82
2,2016-05-13,81457.95
3,2016-05-13,35083.8
4,2016-05-13,9686.52
5,2016-05-13,3070.34
1,2016-05-14,8237.01
2,2016-05-14,84610.24
3,2016-05-14,23382.51
4,2016-05-14,4444.65
5,2016-05-14,3210.05
1,2016-05-15,5553.7
2,2016-05-15,56826.77
3,2016-05-15,50335.56
4,2016-05-15,3202.26
5,2016-05-15,3410.44
1,2016-05-16,8004.0
2,2016-05-16,46158.42
3,2016-05-16,52369.05
4,2016-05-16,8726.4
5,2016-05-16,2016.54
1,2016-05-17,9097.34
2,2016-05-17,66191.82
3,2016-05-17,51012.81
4,2016-05-17,8290.12
5,2016-05-17,2684.58
1,2016-05-18,10748.4
2,2016-05-18,66168.83
3,2016-05-18,50408.09
4,2016-05-18,9299.87
5,2016-05-18,2874.46
1,2016-05-19,9576.27
2,2016-05-19,85567.18
3,2016-05-19,49452.25
4,2016-05-19,9705.82
5,2016-05-19,2821.5
1,2016-05-20,9516.78
2,2016-05-20,82152.8
3,2016-05-20,32442.5
4,2016-05-20,10622.88
5,2016-05-20,2843.96
1,2016-05-21,8997.04
2,2016-05-21,77236.8
3,2016-05-21,25597.75
4,2016-05-21,4748.3
5,2016-05-21,3436.86
1,2016-05-22,6403.4
2,2016-05-22,65217.36
3,2016-05-22,41955.55
4,2016-05-22,3816.12
5,2016-05-22,3879.36
1,2016-05-23,8385.81
2,2016-05-23,53622.4
3,2016-05-23,51102.13
4,2016-05-23,7957.1
5,2016-05-23,2358.24
1,2016-05-24,9649.56
2,2016-05-24,78333.94
3,2016-05-24,25365.81
4,2016-05-24,8671.32
5,2016-05-24,2605.42
1,2016-05-25,6219.54
2,2016-05-25,76080.0
3,2016-05-25,49325.12
4,2016-05-25,7753.1525
5,2016-05-25,3020.22
1,2016-05-26,8755.2
2,2016-05-26,48339.39
3,2016-05-26,47358.31
4,2016-05-26,8944.37
5,2016-05-26,3271.16
1,2016-05-27,8924.0
2,2016-05-27,69376.28
3,2016-05-27,26930.01
4,2016-05-27,9982.03
5,2016-05-27,2835.57
1,2016-05-28,7413.8
2,2016-05-28,81831.36
3,2016-05-28,19053.2
4,2016-05-28,4340.7
5,2016-05-28,3576.16
1,2016-05-29,5350.98
2,2016-05-29,56923.65
3,2016-05-29,41374.06
4,2016-05-29,3020.22
5,2016-05-29,2399.76
1,2016-05-30,9569.88
2,2016-05-30,43306.92
3,2016-05-30,45512.18
4,2016-05-30,9249.36
5,2016-05-30,1963.618
1,2016-05-31,8659.19
2,2016-05-31,69493.05
3,2016-05-31,52598.16
4,2016-05-31,8169.12
5,2016-05-31,2920.3
1,2016-06-01,9175.68
2,2016-06-01,69907.32
3,2016-06-01,46372.59
4,2016-06-01,8413.71
5,2016-06-01,3092.02
1,2016-06-02,9566.58
2,2016-06-02,70929.58
3,2016-06-02,48310.85
4,2016-06-02,9283.23
5,2016-06-02,3295.95
1,2016-06-03,10426.25
2,2016-06-03,68589.68
3,2016-06-03,26304.64
4,2016-06-03,10487.4
5,2016-06-03,3413.88
1,2016-06-04,7786.89
2,2016-06-04,73682.8
3,2016-06-04,26808.46
4,2016-06-04,4162.71
5,2016-06-04,3459.2
1,2016-06-05,6023.52
2,2016-06-05,53838.18
3,2016-06-05,46007.08
4,2016-06-05,3401.54
5,2016-06-05,3045.12
1,2016-06-06,8329.23
2,2016-06-06,42060.2
3,2016-06-06,47066.34
4,2016-06-06,9646.5
5,2016-06-06,2880.8
1,2016-06-07,8914.8
2,2016-06-07,71380.26
3,2016-06-07,44316.09
4,2016-06-07,9624.7
5,2016-06-07,2708.45
1,2016-06-08,10430.4
2,2016-06-08,77545.65
3,2016-06-08,48113.36
4,2016-06-08,8531.52
5,2016-06-08,3360.2
1,2016-06-09,9433.92
2,2016-06-09,73347.52
3,2016-06-09,44742.22
4,2016-06-09,10118.76
5,2016-06-09,3089.94
1,2016-06-10,11405.88
2,2016-06-10,83808.0
3,2016-06-10,29143.66
4,2016-06-10,9116.16
5,2016-06-10,2948.8
1,2016-06-11,9435.04
2,2016-06-11,77404.32
3,2016-06-11,27301.04
4,2016-06-11,4756.76
5,2016-06-11,3711.78
1,2016-06-12,5734.38
2,2016-06-12,57305.66
3,2016-06-12,51596.24
4,2016-06-12,3906.56
5,2016-06-12,3544.45
1,2016-06-13,9925.54
2,2016-06-13,47438.82
3,2016-06-13,44796.64
4,2016-06-13,8905.57
5,2016-06-13,2963.35
1,2016-06-14,10810.62
2,2016-06-14,71944.74
3,2016-06-14,53312.7
4,2016-06-14,9267.76
5,2016-06-14,2888.5
1,2016-06-15,9184.6
2,2016-06-15,77598.3
3,2016-06-15,57261.2
4,2016-06-15,9879.76
5,2016-06-15,2713.08
1,2016-06-16,10301.2
2,2016-06-16,86682.96
3,2016-06-16,29676.83
4,2016-06-16,9804.24
5,2016-06-16,3273.34
1,2016-06-17,6319.17
2,2016-06-17,80698.06
3,2016-06-17,29088.0
4,2016-06-17,4243.2
5,2016-06-17,3104.92
1,2016-06-18,7856.66
2,2016-06-18,48518.4
3,2016-06-18,23659.09
4,2016-06-18,3789.66
5,2016-06-18,3153.7
1,2016-06-19,7118.96
2,2016-06-19,57022.02
3,2016-06-19,23991.79
4,2016-06-19,2804.76
5,2016-06-19,2678.4
1,2016-06-20,6079.19
2,2016-06-20,53148.0
3,2016-06-20,49163.96
4,2016-06-20,3659.76
5,2016-06-20,2193.84
1,2016-06-21,9000.32
2,2016-06-21,44322.96
3,2016-06-21,52885.71
4,2016-06-21,9891.92
5,2016-06-21,1514.34
1,2016-06-22,10009.58
2,2016-06-22,78747.12
3,2016-06-22,46822.34
4,2016-06-22,8502.5
5,2016-06-22,3083.61
1,2016-06-23,9092.62
2,2016-06-23,73105.99
3,2016-06-23,52795.71
4,2016-06-23,8812.2
5,2016-06-23,2997.72
1,2016-06-24,10395.84
2,2016-06-24,78827.64
3,2016-06-24,33944.68
4,2016-06-24,7663.68
5,2016-06-24,3627.3
1,2016-06-25,7952.4
2,2016-06-25,80623.62
3,2016-06-25,23383.78
4,2016-06-25,4265.94
5,2016-06-25,3636.0
1,2016-06-26,4684.68
2,2016-06-26,55990.15
3,2016-06-26,45078.9
4,2016-06-26,2784.28
5,2016-06-26,3551.13
1,2016-06-27,8063.32
2,2016-06-27,41571.12
3,2016-06-27,51068.68
4,2016-06-27,7476.76
5,2016-06-27,2252.24
1,2016-06-28,8578.32
2,2016-06-28,72968.65
3,2016-06-28,45215.17
4,2016-06-28,8391.39
5,2016-06-28,2710.68
1,2016-06-29,9340.38
2,2016-06-29,72361.08
3,2016-06-29,46442.58
4,2016-06-29,9100.08
5,2016-06-29,1569.6
1,2016-06-30,8650.46
2,2016-06-30,80925.52
3,2016-06-30,53457.04
4,2016-06-30,9476.83
5,2016-06-30,3195.15
1,2016-07-01,9907.57
2,2016-07-01,84664.66
3,2016-07-01,27772.3
4,2016-07-01,7275.03
5,2016-07-01,3100.12
1,2016-07-02,7836.55
2,2016-07-02,74322.98
3,2016-07-02,20836.8
4,2016-07-02,3645.96
5,2016-07-02,3270.72
1,2016-07-03,5041.53
2,2016-07-03,53929.92
3,2016-07-03,41402.27
4,2016-07-03,2695.98
5,2016-07-03,2964.34
1,2016-07-04,8281.84
2,2016-07-04,42023.7
3,2016-07-04,46246.0
4,2016-07-04,7734.81
5,2016-07-04,1581.48
1,2016-07-05,9615.2
2,2016-07-05,65806.5
3,2016-07-05,47414.04
4,2016-07-05,8602.11
5,2016-07-05,934.08
1,2016-07-06,9601.65
2,2016-07-06,73518.39
3,2016-07-06,48657.7
4,2016-07-06,8223.2
5,2016-07-06,2686.08
1,2016-07-07,10569.3
2,2016-07-07,78705.0
3,2016-07-07,25192.84
4,2016-07-07,8977.02
5,2016-07-07,2998.2
1,2016-07-08,6730.75
2,2016-07-08,91974.96
3,2016-07-08,26528.6
4,2016-07-08,4505.76
5,2016-07-08,3352.04
1,2016-07-09,7533.99
2,2016-07-09,49082.92
3,2016-07-09,27872.18
4,2016-07-09,3780.4
5,2016-07-09,3703.88
1,2016-07-10,7633.44
2,2016-07-10,52478.95
3,2016-07-10,49213.68
4,2016-07-10,3885.96
5,2016-07-10,3027.03
1,2016-07-11,9015.93
2,2016-07-11,47634.9
3,2016-07-11,48429.19
4,2016-07-11,9010.47
5,2016-07-11,1498.23
1,2016-07-12,9498.24
2,2016-07-12,67298.92
3,2016-07-12,53786.16
4,2016-07-12,8919.8
5,2016-07-12,2612.08
1,2016-07-13,9205.52
2,2016-07-13,76666.07
3,2016-07-13,54831.36
4,2016-07-13,9268.56
5,2016-07-13,2593.5
1,2016-07-14,9037.44
2,2016-07-14,76119.54
3,2016-07-14,55798.05
4,2016-07-14,9363.71
5,2016-07-14,3213.92
1,2016-07-15,10840.62
2,2016-07-15,75234.24
3,2016-07-15,34953.93
4,2016-07-15,9229.64
5,2016-07-15,2830.34
1,2016-07-16,8592.96
2,2016-07-16,95546.13
3,2016-07-16,26384.54
4,2016-07-16,4606.08
5,2016-07-16,3537.05
1,2016-07-17,6453.9
2,2016-07-17,62282.92
3,2016-07-17,41637.05
4,2016-07-17,4022.7
5,2016-07-17,3132.15
1,2016-07-18,9957.15
2,2016-07-18,51100.98
