date,n_sku,demand
2016-06-02,1,9566.58
2016-06-02,2,76211.57
2016-06-02,3,46318.65
2016-06-02,4,10220.93
2016-06-02,5,2950.66
2016-06-03,1,11962.75
2016-06-03,2,72317.38
2016-06-03,3,26590.56
2016-06-03,4,9788.24
2016-06-03,5,3255.83
2016-06-04,1,8624.19
2016-06-04,2,80890.9
2016-06-04,3,23267.72
2016-06-04,4,3857.19
2016-06-04,5,3948.0
2016-06-05,1,6343.92
2016-06-05,2,51119.08
2016-06-05,3,51171.14
2016-06-05,4,3048.55
2016-06-05,5,3045.12
2016-06-06,1,9061.47
2016-06-06,2,45295.6
2016-06-06,3,44155.02
2016-06-06,4,9027.0
2016-06-06,5,2825.4
2016-06-07,1,9496.2
2016-06-07,2,74293.74
2016-06-07,3,47725.02
2016-06-07,4,8035.3
2016-06-07,5,2594.41
2016-06-08,1,10627.2
2016-06-08,2,67944.76
2016-06-08,3,43909.28
2016-06-08,4,8264.91
2016-06-08,5,2884.7
2016-06-09,1,10346.88
2016-06-09,2,77128.32
2016-06-09,3,47509.78
2016-06-09,4,10023.3
2016-06-09,5,2900.76
2016-06-10,1,10032.95
2016-06-10,2,76824.0
2016-06-10,3,29143.66
2016-06-10,4,9211.12
2016-06-10,5,2948.8
2016-06-11,1,9088.8
2016-06-11,2,82933.2
2016-06-11,3,25463.47
2016-06-11,4,4320.36
2016-06-11,5,3566.22
2016-06-12,1,6659.28
2016-06-12,2,53760.98
2016-06-12,3,46862.64
2016-06-12,4,3727.36
2016-06-12,5,4089.75
2016-06-13,1,8468.58
2016-06-13,2,46480.46
2016-06-13,3,53074.28
2016-06-13,4,8354.71
2016-06-13,5,2871.7
2016-06-14,1,9422.1
2016-06-14,2,72678.87
2016-06-14,3,46774.35
2016-06-14,4,10001.84
2016-06-14,5,2888.5
2016-06-15,1,9958.04
2016-06-15,2,76061.7
2016-06-15,3,51859.2
2016-06-15,4,9496.08
2016-06-15,5,2890.02
2016-06-16,1,10103.1
2016-06-16,2,81867.24
2016-06-16,3,31733.64
2016-06-16,4,9996.48
2016-06-16,5,3336.9
2016-06-17,1,6510.66
2016-06-17,2,78981.08
2016-06-17,3,29088.0
2016-06-17,4,4406.4
2016-06-17,5,3173.16
2016-06-18,1,8097.17
2016-06-18,2,52056.2
2016-06-18,3,26258.99
2016-06-18,4,3712.32
2016-06-18,5,3086.6
2016-06-19,1,6850.32
2016-06-19,2,52990.16
2016-06-19,3,24923.51
2016-06-19,4,2633.04
2016-06-19,5,3081.6
2016-06-20,1,6199.57
2016-06-20,2,48504.0
2016-06-20,3,46300.04
2016-06-20,4,3623.88
2016-06-20,5,2260.32
2016-06-21,1,8632.96
2016-06-21,2,40019.76
2016-06-21,3,49004.19
2016-06-21,4,9238.68
2016-06-21,5,1514.34
2016-06-22,1,9159.71
2016-06-22,2,66351.74
2016-06-22,3,48316.67
2016-06-22,4,9308.0
2016-06-22,5,2659.26
2016-06-23,1,9189.35
2016-06-23,2,77628.01
2016-06-23,3,54928.87
2016-06-23,4,9832.56
2016-06-23,5,2816.04
2016-06-24,1,9896.04
2016-06-24,2,70326.62
2016-06-24,3,30455.04
2016-06-24,4,7903.17
2016-06-24,5,3186.6
2016-06-25,1,8121.6
2016-06-25,2,79809.24
2016-06-25,3,23602.32
2016-06-25,4,4440.06
2016-06-25,5,3528.0
2016-06-26,1,5199.48
2016-06-26,2,61883.85
2016-06-26,3,43311.1
2016-06-26,4,2725.04
2016-06-26,5,3443.52
2016-06-27,1,9092.68
2016-06-27,2,43201.36
2016-06-27,3,52514.02
2016-06-27,4,7874.46
2016-06-27,5,2515.8
2016-06-28,1,8762.8
2016-06-28,2,67513.05
2016-06-28,3,46208.91
2016-06-28,4,8662.08
2016-06-28,5,2848.98
2016-06-29,1,9054.45
2016-06-29,2,67244.64
2016-06-29,3,50395.14
2016-06-29,4,9283.92
2016-06-29,5,1497.6
2016-06-30,1,9030.7
2016-06-30,2,73144.22
2016-06-30,3,50886.99
2016-06-30,4,9758.32
2016-06-30,5,2860.42
2016-07-01,1,8849.48
2016-07-01,2,76120.52
2016-07-01,3,26895.28
2016-07-01,4,6914.88
2016-07-01,5,3323.84
2016-07-02,1,7589.08
2016-07-02,2,71950.97
2016-07-02,3,23007.3
2016-07-02,4,4280.04
2016-07-02,5,3304.79
2016-07-03,1,5746.26
2016-07-03,2,61232.93
2016-07-03,3,44132.09
2016-07-03,4,2806.02
2016-07-03,5,3108.24
2016-07-04,1,9542.12
2016-07-04,2,38852.1
2016-07-04,3,47219.6
2016-07-04,4,9065.53
2016-07-04,5,1684.62
2016-07-05,1,9805.6
2016-07-05,2,64421.1
2016-07-05,3,52052.37
2016-07-05,4,8515.22
2016-07-05,5,1011.92
2016-07-06,1,9399.51
2016-07-06,2,69062.73
2016-07-06,3,50796.5
2016-07-06,4,7876.96
2016-07-06,5,3021.84
2016-07-07,1,9562.7
2016-07-07,2,77910.0
2016-07-07,3,25192.84
2016-07-07,4,9417.07
2016-07-07,5,3029.76
2016-07-08,1,6589.05
2016-07-08,2,90271.72
2016-07-08,3,28964.9
2016-07-08,4,4130.28
2016-07-08,5,3387.7
2016-07-09,1,8233.02
2016-07-09,2,54418.02
2016-07-09,3,26734.54
2016-07-09,4,3598.65
2016-07-09,5,3775.8
2016-07-10,1,7421.4
2016-07-10,2,52478.95
2016-07-10,3,47820.84
2016-07-10,4,3885.96
2016-07-10,5,2998.74
2016-07-11,1,8378.44
2016-07-11,2,46632.06
2016-07-11,3,46432.11
2016-07-11,4,8336.79
2016-07-11,5,1755.99
2016-07-12,1,9992.94
2016-07-12,2,79734.59
2016-07-12,3,51794.08
2016-07-12,4,9006.4
2016-07-12,5,2307.76
2016-07-13,1,9405.64
2016-07-13,2,69075.37
2016-07-13,3,53322.24
2016-07-13,4,8753.64
2016-07-13,5,3021.0
2016-07-14,1,8943.3
2016-07-14,2,84663.57
2016-07-14,3,49421.13
2016-07-14,4,9178.29
2016-07-14,5,3304.88
2016-07-15,1,11147.43
2016-07-15,2,77585.31
2016-07-15,3,33541.65
2016-07-15,4,10171.44
2016-07-15,5,2920.67
2016-07-16,1,8413.94
2016-07-16,2,92039.85
2016-07-16,3,26384.54
2016-07-16,4,4462.14
2016-07-16,5,3407.25
2016-07-17,1,6645.6
2016-07-17,2,61647.38
2016-07-17,3,41637.05
2016-07-17,4,3681.15
2016-07-17,5,3593.73
2016-07-18,1,8724.36
2016-07-18,2,49598.01
