date,n_sku,demand
2016-04-27,4,9019.0
2016-04-27,5,3058.0
2016-04-28,1,10103.0
2016-04-28,2,77465.0
2016-04-28,3,48053.0
2016-04-28,4,9827.0
2016-04-28,5,3110.0
2016-04-29,1,11012.0
2016-04-29,2,73655.0
2016-04-29,3,38167.0
2016-04-29,4,7136.0
2016-04-29,5,3553.0
2016-04-30,1,9197.0
2016-04-30,2,63501.0
2016-04-30,3,32620.0
2016-04-30,4,4488.0
2016-04-30,5,4131.0
2016-05-01,1,6092.0
2016-05-01,2,48325.0
2016-05-01,3,24191.0
2016-05-01,4,3295.0
2016-05-01,5,2092.0
2016-05-02,1,8824.0
2016-05-02,2,72514.0
2016-05-02,3,46544.0
2016-05-02,4,8776.0
2016-05-02,5,2677.0
2016-05-03,1,9200.0
2016-05-03,2,73909.0
2016-05-03,3,47265.0
2016-05-03,4,9146.0
2016-05-03,5,2985.0
2016-05-04,1,9347.0
2016-05-04,2,76803.0
2016-05-04,3,44922.0
2016-05-04,4,9177.0
2016-05-04,5,3307.0
2016-05-05,1,9318.0
2016-05-05,2,77066.0
2016-05-05,3,49611.0
2016-05-05,4,9099.0
2016-05-05,5,3129.0
2016-05-06,1,10209.0
2016-05-06,2,82652.0
2016-05-06,3,48705.0
2016-05-06,4,9484.0
2016-05-06,5,3572.0
2016-05-07,1,9419.0
2016-05-07,2,65091.0
2016-05-07,3,33469.0
2016-05-07,4,4213.0
2016-05-07,5,4136.0
2016-05-08,1,6946.0
2016-05-08,2,52195.0
2016-05-08,3,26907.0
2016-05-08,4,3553.0
2016-05-08,5,2957.0
2016-05-09,1,9033.0
2016-05-09,2,72294.0
2016-05-09,3,47263.0
2016-05-09,4,8701.0
2016-05-09,5,2758.0
2016-05-10,1,9530.0
2016-05-10,2,73305.0
2016-05-10,3,48074.0
2016-05-10,4,8901.0
2016-05-10,5,2860.0
2016-05-11,1,9447.0
2016-05-11,2,76278.0
2016-05-11,3,46444.0
2016-05-11,4,9093.0
2016-05-11,5,2891.0
2016-05-12,1,10025.0
2016-05-12,2,77579.0
2016-05-12,3,50015.0
2016-05-12,4,9529.0
2016-05-12,5,3133.0
2016-05-13,1,9947.0
2016-05-13,2,81356.0
2016-05-13,3,50591.0
2016-05-13,4,8969.0
2016-05-13,5,3379.0
2016-05-14,1,8857.0
2016-05-14,2,62447.0
2016-05-14,3,32485.0
2016-05-14,4,4233.0
2016-05-14,5,3707.0
2016-05-15,1,5846.0
2016-05-15,2,44814.0
2016-05-15,3,23151.0
2016-05-15,4,3021.0
2016-05-15,5,1977.0
2016-05-16,1,8700.0
2016-05-16,2,71174.0
2016-05-16,3,46607.0
2016-05-16,4,8640.0
2016-05-16,5,2658.0
2016-05-17,1,9283.0
2016-05-17,2,72713.0
2016-05-17,3,48045.0
2016-05-17,4,9011.0
2016-05-17,5,2846.0
2016-05-18,1,10140.0
2016-05-18,2,78502.0
2016-05-18,3,49527.0
2016-05-18,4,9029.0
2016-05-18,5,2970.0
2016-05-19,1,9673.0
2016-05-19,2,79760.0
2016-05-19,3,49909.0
2016-05-19,4,10006.0
2016-05-19,5,2902.0
2016-05-20,1,10458.0
2016-05-20,2,80455.0
2016-05-20,3,52055.0
2016-05-20,4,9836.0
2016-05-20,5,3507.0
2016-05-21,1,8651.0
2016-05-21,2,62709.0
2016-05-21,3,34150.0
2016-05-21,4,4610.0
2016-05-21,5,3592.0
2016-05-22,1,6340.0
2016-05-22,2,51560.0
2016-05-22,3,26945.0
2016-05-22,4,3894.0
2016-05-22,5,2312.0
2016-05-23,1,9017.0
2016-05-23,2,71866.0
2016-05-23,3,46105.0
2016-05-23,4,8465.0
2016-05-23,5,2686.0
2016-05-24,1,9948.0
2016-05-24,2,79250.0
2016-05-24,3,47759.0
2016-05-24,4,9324.0
2016-05-24,5,3213.0
2016-05-25,1,5706.0
2016-05-25,2,45177.0
2016-05-25,3,24627.0
2016-05-25,4,3696.0
2016-05-25,5,3086.0
2016-05-26,1,9120.0
2016-05-26,2,75409.0
2016-05-26,3,47428.0
2016-05-26,4,9221.0
2016-05-26,5,3049.0
2016-05-27,1,9700.0
2016-05-27,2,78684.0
2016-05-27,3,48823.0
2016-05-27,4,9329.0
2016-05-27,5,3472.0
2016-05-28,1,7804.0
2016-05-28,2,54213.0
2016-05-28,3,28957.0
2016-05-28,4,4134.0
2016-05-28,5,2424.0
2016-05-29,1,5298.0
2016-05-29,2,40099.0
2016-05-29,3,20710.0
2016-05-29,4,2961.0
2016-05-29,5,668.0
2016-05-30,1,8861.0
2016-05-30,2,70195.0
2016-05-30,3,45466.0
2016-05-30,4,9068.0
2016-05-30,5,2755.0
2016-05-31,1,8927.0
2016-05-31,2,71334.0
2016-05-31,3,46441.0
2016-05-31,4,8784.0
2016-05-31,5,2917.0
2016-06-01,1,9558.0
2016-06-01,2,75457.0
2016-06-01,3,48702.0
2016-06-01,4,9047.0
2016-06-01,5,3139.0
2016-06-02,1,9379.0
2016-06-02,2,74554.0
2016-06-02,3,46841.0
2016-06-02,4,9377.0
2016-06-02,5,3161.0
2016-06-03,1,10975.0
2016-06-03,2,80090.0
2016-06-03,3,49805.0
2016-06-03,4,9988.0
2016-06-03,5,3760.0
2016-06-04,1,8373.0
2016-06-04,2,54382.0
2016-06-04,3,28592.0
2016-06-04,4,3819.0
2016-06-04,5,2928.0
2016-06-05,1,6408.0
2016-06-05,2,46220.0
2016-06-05,3,25291.0
2016-06-05,4,3209.0
2016-06-05,5,2770.0
2016-06-06,1,9153.0
2016-06-06,2,72837.0
2016-06-06,3,46946.0
2016-06-06,4,8850.0
2016-06-06,5,2851.0
2016-06-07,1,9690.0
2016-06-07,2,73853.0
2016-06-07,3,48522.0
2016-06-07,4,8830.0
2016-06-07,5,3170.0
2016-06-08,1,9840.0
2016-06-08,2,75616.0
2016-06-08,3,48699.0
2016-06-08,4,8887.0
2016-06-08,5,3153.0
2016-06-09,1,10144.0
2016-06-09,2,77600.0
2016-06-09,3,46712.0
2016-06-09,4,9546.0
2016-06-09,5,3104.0
2016-06-10,1,10561.0
2016-06-10,2,78984.0
2016-06-10,3,46126.0
2016-06-10,4,9496.0
2016-06-10,5,3639.0
2016-06-11,1,8656.0
2016-06-11,2,59078.0
2016-06-11,3,32026.0
2016-06-11,4,4364.0
2016-06-11,5,3895.0
2016-06-12,1,6166.0
2016-06-12,2,47918.0
2016-06-12,3,26251.0
2016-06-12,4,3584.0
2016-06-12,5,3055.0
2016-06-13,1,9106.0
2016-06-13,2,73413.0
2016-06-13,3,47336.0
2016-06-13,4,9181.0
2016-06-13,5,2725.0
2016-06-14,1,9918.0
2016-06-14,2,76830.0
2016-06-14,3,48692.0
2016-06-14,4,9176.0
2016-06-14,5,2949.0
2016-06-15,1,9668.0
2016-06-15,2,80262.0
2016-06-15,3,50295.0
2016-06-15,4,9592.0
2016-06-15,5,3178.0
2016-06-16,1,9905.0
2016-06-16,2,85849.0
2016-06-16,3,54020.0
2016-06-16,4,9612.0
2016-06-16,5,3412.0
2016-06-17,1,6383.0
2016-06-17,2,50540.0
2016-06-17,3,29383.0
2016-06-17,4,4080.0
2016-06-17,5,3355.0
2016-06-18,1,8017.0
2016-06-18,2,57598.0
2016-06-18,3,28800.0
2016-06-18,4,3867.0
2016-06-18,5,2880.0
2016-06-19,1,6716.0
2016-06-19,2,51600.0
2016-06-19,3,25999.0
2016-06-19,4,2862.0
2016-06-19,5,2216.0
2016-06-20,1,6019.0
2016-06-20,2,43032.0
2016-06-20,3,23293.0
2016-06-20,4,3588.0
2016-06-20,5,1611.0
2016-06-21,1,9184.0
2016-06-21,2,72914.0
2016-06-21,3,47732.0
2016-06-21,4,9332.0
2016-06-21,5,2829.0
2016-06-22,1,9443.0
2016-06-22,2,75367.0
2016-06-22,3,48519.0
2016-06-22,4,8950.0
2016-06-22,5,3028.0
2016-06-23,1,9673.0
2016-06-23,2,77282.0
2016-06-23,3,49811.0
2016-06-23,4,9276.0
2016-06-23,5,3390.0
2016-06-24,1,9996.0
2016-06-24,2,81438.0
2016-06-24,3,53329.0
2016-06-24,4,7983.0
2016-06-24,5,3600.0
2016-06-25,1,8460.0
2016-06-25,2,58937.0
2016-06-25,3,31724.0
2016-06-25,4,4353.0
2016-06-25,5,3587.0
2016-06-26,1,5148.0
2016-06-26,2,40756.0
2016-06-26,3,21854.0
2016-06-26,4,2962.0
2016-06-26,5,2396.0
2016-06-27,1,8578.0
2016-06-27,2,68195.0
2016-06-27,3,44195.0
2016-06-27,4,7954.0
2016-06-27,5,2766.0
2016-06-28,1,9224.0
2016-06-28,2,73092.0
2016-06-28,3,48178.0
2016-06-28,4,9023.0
2016-06-28,5,1440.0
2016-06-29,1,9531.0
2016-06-29,2,77813.0
2016-06-29,3,49687.0
2016-06-29,4,9192.0
2016-06-29,5,3043.0
2016-06-30,1,9506.0
2016-06-30,2,77674.0
2016-06-30,3,49407.0
2016-06-30,4,9383.0
2016-06-30,5,3196.0
2016-07-01,1,9619.0
2016-07-01,2,79067.0
2016-07-01,3,51401.0
2016-07-01,4,7203.0
2016-07-01,5,3407.0
2016-07-02,1,8249.0
2016-07-02,2,56177.0
2016-07-02,3,29234.0
2016-07-02,4,3963.0
2016-07-02,5,2878.0
2016-07-03,1,5421.0
2016-07-03,2,39645.0
2016-07-03,3,21705.0
2016-07-03,4,2751.0
2016-07-03,5,1719.0
2016-07-04,1,9002.0
2016-07-04,2,69270.0
2016-07-04,3,45497.0
2016-07-04,4,8317.0
2016-07-04,5,973.0
2016-07-05,1,9520.0
2016-07-05,2,74261.0
2016-07-05,3,48680.0
2016-07-05,4,8689.0
2016-07-05,5,2798.0
2016-07-06,1,10107.0
2016-07-06,2,79500.0
2016-07-06,3,51537.0
2016-07-06,4,8656.0
2016-07-06,5,3156.0
2016-07-07,1,10066.0
2016-07-07,2,85162.0
2016-07-07,3,53470.0
2016-07-07,4,8801.0
2016-07-07,5,3566.0
2016-07-08,1,7085.0
2016-07-08,2,53351.0
2016-07-08,3,25972.0
2016-07-08,4,4172.0
2016-07-08,5,3596.0
2016-07-09,1,7767.0
2016-07-09,2,55241.0
2016-07-09,3,27070.0
2016-07-09,4,3635.0
2016-07-09,5,2829.0
2016-07-10,1,7068.0
2016-07-10,2,50142.0
2016-07-10,3,28441.0
2016-07-10,4,3666.0
2016-07-10,5,1611.0
2016-07-11,1,9107.0
2016-07-11,2,73151.0
2016-07-11,3,46428.0
2016-07-11,4,8421.0
2016-07-11,5,2536.0
2016-07-12,1,9894.0
2016-07-12,2,75907.0
2016-07-12,3,49927.0
2016-07-12,4,8660.0
2016-07-12,5,2850.0
2016-07-13,1,10006.0
2016-07-13,2,77673.0
2016-07-13,3,49802.0
2016-07-13,4,8582.0
2016-07-13,5,3032.0
2016-07-14,1,9414.0
2016-07-14,2,78369.0
2016-07-14,3,50304.0
2016-07-14,4,9271.0
2016-07-14,5,3011.0
2016-07-15,1,10227.0
2016-07-15,2,87657.0
2016-07-15,3,53141.0
2016-07-15,4,9418.0
2016-07-15,5,3245.0
2016-07-16,1,8951.0
2016-07-16,2,63554.0
2016-07-16,3,35307.0
2016-07-16,4,4798.0
2016-07-16,5,3297.0
2016-07-17,1,6390.0
2016-07-17,2,50099.0
2016-07-17,3,28994.0
2016-07-17,4,3795.0
2016-07-17,5,2231.0
2016-07-18,1,9483.0
2016-07-18,2,71356.0
