date,n_sku,demand
2016-03-14,4,8907.66
2016-03-14,5,2646.16
2016-03-15,1,9452.1
2016-03-15,2,80633.84
2016-03-15,3,44049.34
2016-03-15,4,8344.7
2016-03-15,5,2825.28
2016-03-16,1,9810.36
2016-03-16,2,70329.4
2016-03-16,3,50022.72
2016-03-16,4,9146.13
2016-03-16,5,2958.55
2016-03-17,1,10149.84
2016-03-17,2,73431.36
2016-03-17,3,50769.67
2016-03-17,4,9584.19
2016-03-17,5,2747.29
2016-03-18,1,9009.84
2016-03-18,2,77756.64
2016-03-18,3,34620.46
2016-03-18,4,9479.54
2016-03-18,5,3259.2
2016-03-19,1,8233.46
2016-03-19,2,74508.16
2016-03-19,3,26060.02
2016-03-19,4,4476.72
2016-03-19,5,3028.64
2016-03-20,1,5930.47
2016-03-20,2,69240.96
2016-03-20,3,46448.76
2016-03-20,4,3334.18
2016-03-20,5,4053.71
2016-03-21,1,9333.0
2016-03-21,2,48769.38
2016-03-21,3,46312.5
2016-03-21,4,8365.35
2016-03-21,5,2666.44
2016-03-22,1,9044.25
2016-03-22,2,73907.65
2016-03-22,3,47260.72
2016-03-22,4,8832.24
2016-03-22,5,1515.9
2016-03-23,1,10560.48
2016-03-23,2,79121.51
2016-03-23,3,19395.84
2016-03-23,4,9407.0
2016-03-23,5,2765.22
2016-03-24,1,6804.0
2016-03-24,2,80414.94
2016-03-24,3,20661.12
2016-03-24,4,4081.35
2016-03-24,5,2981.16
2016-03-25,1,4859.11
2016-03-25,2,49939.38
2016-03-25,3,24915.45
2016-03-25,4,2914.92
2016-03-25,5,1978.56
2016-03-26,1,7194.33
2016-03-26,2,35460.9
2016-03-26,3,24369.4
2016-03-26,4,3219.58
2016-03-26,5,1390.12
2016-03-27,1,7452.05
2016-03-27,2,53382.3
2016-03-27,3,52134.7
2016-03-27,4,4090.54
2016-03-27,5,1583.68
2016-03-28,1,10233.32
2016-03-28,2,48827.79
2016-03-28,3,43710.03
2016-03-28,4,10199.24
2016-03-28,5,1816.84
2016-03-29,1,10299.96
2016-03-29,2,70955.28
2016-03-29,3,44270.24
2016-03-29,4,9962.77
2016-03-29,5,2559.18
2016-03-30,1,10608.97
2016-03-30,2,78338.98
2016-03-30,3,46874.9
2016-03-30,4,9967.05
2016-03-30,5,3005.1
2016-03-31,1,9380.3
2016-03-31,2,69906.86
2016-03-31,3,46275.84
2016-03-31,4,9826.2
2016-03-31,5,2943.14
2016-04-01,1,9537.05
2016-04-01,2,76999.37
2016-04-01,3,31173.54
2016-04-01,4,9935.38
2016-04-01,5,3380.46
2016-04-02,1,7479.36
2016-04-02,2,74716.55
2016-04-02,3,23804.08
2016-04-02,4,3930.48
2016-04-02,5,2551.1
2016-04-03,1,6265.71
2016-04-03,2,59302.54
2016-04-03,3,46175.93
2016-04-03,4,3050.72
2016-04-03,5,2678.06
2016-04-04,1,9515.88
2016-04-04,2,44407.48
2016-04-04,3,41850.9
2016-04-04,4,8558.34
2016-04-04,5,2893.4
2016-04-05,1,9613.5
2016-04-05,2,71850.48
2016-04-05,3,50856.12
2016-04-05,4,9557.6
2016-04-05,5,2512.32
2016-04-06,1,10215.72
2016-04-06,2,65936.78
2016-04-06,3,49324.77
2016-04-06,4,8921.92
2016-04-06,5,3097.5
2016-04-07,1,10799.72
2016-04-07,2,67921.49
2016-04-07,3,47435.22
2016-04-07,4,9438.72
2016-04-07,5,3211.0
2016-04-08,1,11053.68
2016-04-08,2,88283.52
2016-04-08,3,33425.73
2016-04-08,4,8185.45
2016-04-08,5,3517.45
2016-04-09,1,8940.4
2016-04-09,2,86536.8
2016-04-09,3,26415.06
2016-04-09,4,4569.48
2016-04-09,5,3726.06
2016-04-10,1,6457.07
2016-04-10,2,64928.67
2016-04-10,3,50447.38
2016-04-10,4,3231.06
2016-04-10,5,3415.96
2016-04-11,1,9230.55
2016-04-11,2,47674.8
2016-04-11,3,49805.7
2016-04-11,4,9312.1
2016-04-11,5,2132.82
2016-04-12,1,10352.25
2016-04-12,2,74155.12
2016-04-12,3,41922.54
2016-04-12,4,8936.22
2016-04-12,5,2581.68
2016-04-13,1,9553.44
2016-04-13,2,75531.84
2016-04-13,3,47102.46
2016-04-13,4,6030.09
2016-04-13,5,2966.85
2016-04-14,1,8696.76
2016-04-14,2,68269.52
2016-04-14,3,47759.92
2016-04-14,4,9137.4
2016-04-14,5,2730.7
2016-04-15,1,8966.4
2016-04-15,2,71880.06
2016-04-15,3,30158.52
2016-04-15,4,8826.86
2016-04-15,5,3085.6
2016-04-16,1,8748.82
2016-04-16,2,73213.47
2016-04-16,3,24240.85
2016-04-16,4,4343.1
2016-04-16,5,3137.96
2016-04-17,1,5291.65
2016-04-17,2,63180.0
2016-04-17,3,42074.76
2016-04-17,4,3103.73
2016-04-17,5,3327.34
2016-04-18,1,8465.45
2016-04-18,2,47395.92
2016-04-18,3,49335.48
2016-04-18,4,9214.58
2016-04-18,5,1837.52
2016-04-19,1,9318.63
2016-04-19,2,67318.02
2016-04-19,3,48740.58
2016-04-19,4,9493.9
2016-04-19,5,2393.94
2016-04-20,1,10262.92
2016-04-20,2,73764.0
2016-04-20,3,50139.43
2016-04-20,4,9776.8
2016-04-20,5,3051.74
2016-04-21,1,9679.84
2016-04-21,2,84870.72
2016-04-21,3,44846.46
2016-04-21,4,8722.35
2016-04-21,5,2855.68
2016-04-22,1,10711.77
2016-04-22,2,70336.63
2016-04-22,3,33969.85
2016-04-22,4,10042.92
2016-04-22,5,3460.85
2016-04-23,1,8876.04
2016-04-23,2,88862.25
2016-04-23,3,26598.24
2016-04-23,4,4069.94
2016-04-23,5,3743.06
2016-04-24,1,6282.24
2016-04-24,2,57091.58
2016-04-24,3,49271.27
2016-04-24,4,3351.6
2016-04-24,5,3400.32
2016-04-25,1,7708.0
2016-04-25,2,52764.6
2016-04-25,3,49219.58
2016-04-25,4,8018.0
2016-04-25,5,2151.8
2016-04-26,1,10030.18
2016-04-26,2,63946.8
2016-04-26,3,48653.55
2016-04-26,4,8226.4
2016-04-26,5,2583.11
2016-04-27,1,10542.48
2016-04-27,2,78655.18
2016-04-27,3,45169.82
2016-04-27,4,8207.29
2016-04-27,5,2840.16
2016-04-28,1,9698.88
2016-04-28,2,69534.01
2016-04-28,3,40457.02
2016-04-28,4,9630.46
2016-04-28,5,2966.26
2016-04-29,1,10131.04
2016-04-29,2,83662.2
2016-04-29,3,34903.4
2016-04-29,4,6850.56
2016-04-29,5,3234.4
2016-04-30,1,8737.15
2016-04-30,2,67026.05
2016-04-30,3,25400.55
2016-04-30,4,4263.6
2016-04-30,5,3624.06
2016-05-01,1,5909.24
2016-05-01,2,64136.01
2016-05-01,3,44216.8
2016-05-01,4,3130.25
2016-05-01,5,4420.17
2016-05-02,1,9618.16
2016-05-02,2,47358.5
2016-05-02,3,43011.15
2016-05-02,4,8161.68
2016-05-02,5,2071.08
2016-05-03,1,9660.0
2016-05-03,2,68163.16
2016-05-03,3,48066.54
2016-05-03,4,8322.86
2016-05-03,5,2757.31
2016-05-04,1,9253.53
2016-05-04,2,79082.63
2016-05-04,3,45642.12
2016-05-04,4,9452.31
2016-05-04,5,3044.7
2016-05-05,1,9224.82
2016-05-05,2,82947.24
2016-05-05,3,51140.25
2016-05-05,4,9735.93
2016-05-05,5,3108.58
2016-05-06,1,10719.45
2016-05-06,2,83231.28
2016-05-06,3,34807.76
2016-05-06,4,8820.119999999999
2016-05-06,5,2941.26
2016-05-07,1,9042.24
2016-05-07,2,75213.32
2016-05-07,3,24485.37
2016-05-07,4,4086.61
2016-05-07,5,3357.68
2016-05-08,1,6390.32
2016-05-08,2,59883.72
2016-05-08,3,43481.96
2016-05-08,4,3837.24
2016-05-08,5,4260.08
2016-05-09,1,9213.66
2016-05-09,2,53760.85
2016-05-09,3,52400.66
2016-05-09,4,8091.93
2016-05-09,5,2690.87
2016-05-10,1,9148.8
2016-05-10,2,73739.88
2016-05-10,3,42728.48
2016-05-10,4,8544.96
2016-05-10,5,2923.48
2016-05-11,1,9163.59
2016-05-11,2,69639.75
2016-05-11,3,49014.7
2016-05-11,4,8638.35
2016-05-11,5,2945.8
2016-05-12,1,9724.25
2016-05-12,2,72464.1
2016-05-12,3,55144.19
2016-05-12,4,8671.39
2016-05-12,5,2804.27
2016-05-13,1,10543.82
2016-05-13,2,81457.95
2016-05-13,3,35083.8
2016-05-13,4,9686.52
2016-05-13,5,3070.34
2016-05-14,1,8237.01
2016-05-14,2,84610.24
2016-05-14,3,23382.51
2016-05-14,4,4444.65
2016-05-14,5,3210.05
2016-05-15,1,5553.7
2016-05-15,2,56826.77
2016-05-15,3,50335.56
2016-05-15,4,3202.26
2016-05-15,5,3410.44
2016-05-16,1,8004.0
2016-05-16,2,46158.42
2016-05-16,3,52369.05
2016-05-16,4,8726.4
2016-05-16,5,2016.54
2016-05-17,1,9097.34
2016-05-17,2,66191.82
2016-05-17,3,51012.81
2016-05-17,4,8290.12
2016-05-17,5,2684.58
2016-05-18,1,10748.4
2016-05-18,2,66168.83
2016-05-18,3,50408.09
2016-05-18,4,9299.87
2016-05-18,5,2874.46
2016-05-19,1,9576.27
2016-05-19,2,85567.18
2016-05-19,3,49452.25
2016-05-19,4,9705.82
2016-05-19,5,2821.5
2016-05-20,1,9516.78
2016-05-20,2,82152.8
2016-05-20,3,32442.5
2016-05-20,4,10622.88
2016-05-20,5,2843.96
2016-05-21,1,8997.04
2016-05-21,2,77236.8
2016-05-21,3,25597.75
2016-05-21,4,4748.3
2016-05-21,5,3436.86
2016-05-22,1,6403.4
2016-05-22,2,65217.36
2016-05-22,3,41955.55
2016-05-22,4,3816.12
2016-05-22,5,3879.36
2016-05-23,1,8385.81
2016-05-23,2,53622.4
2016-05-23,3,51102.13
2016-05-23,4,7957.1
2016-05-23,5,2358.24
2016-05-24,1,9649.56
2016-05-24,2,78333.94
2016-05-24,3,25365.81
2016-05-24,4,8671.32
2016-05-24,5,2605.42
2016-05-25,1,6219.54
2016-05-25,2,76080.0
2016-05-25,3,49325.12
2016-05-25,4,3622.08
2016-05-25,5,3020.22
2016-05-26,1,8755.2
2016-05-26,2,48339.39
2016-05-26,3,47358.31
2016-05-26,4,8944.37
2016-05-26,5,3271.16
2016-05-27,1,8924.0
2016-05-27,2,69376.28
2016-05-27,3,26930.01
2016-05-27,4,9982.03
2016-05-27,5,2835.57
2016-05-28,1,7413.8
2016-05-28,2,81831.36
2016-05-28,3,19053.2
2016-05-28,4,4340.7
2016-05-28,5,3576.16
2016-05-29,1,5350.98
2016-05-29,2,56923.65
2016-05-29,3,41374.06
2016-05-29,4,3020.22
2016-05-29,5,2399.76
2016-05-30,1,9569.88
2016-05-30,2,43306.92
2016-05-30,3,45512.18
2016-05-30,4,9249.36
2016-05-30,5,681.36
2016-05-31,1,8659.19
2016-05-31,2,69493.05
2016-05-31,3,52598.16
2016-05-31,4,8169.12
2016-05-31,5,2920.3
2016-06-01,1,9175.68
2016-06-01,2,69907.32
2016-06-01,3,46372.59
2016-06-01,4,8413.71
2016-06-01,5,3092.02
2016-06-02,1,9566.58
2016-06-02,2,70929.58
2016-06-02,3,48310.85
2016-06-02,4,9283.23
2016-06-02,5,3295.95
2016-06-03,1,10426.25
2016-06-03,2,68589.68
2016-06-03,3,26304.64
2016-06-03,4,10487.4
2016-06-03,5,3413.88
2016-06-04,1,7786.89
2016-06-04,2,73682.8
2016-06-04,3,26808.46
2016-06-04,4,4162.71
2016-06-04,5,3459.2
2016-06-05,1,6023.52
2016-06-05,2,53838.18
2016-06-05,3,46007.08
2016-06-05,4,3401.54
2016-06-05,5,3045.12
2016-06-06,1,8329.23
2016-06-06,2,42060.2
2016-06-06,3,47066.34
2016-06-06,4,9646.5
2016-06-06,5,2880.8
2016-06-07,1,8914.8
2016-06-07,2,71380.26
2016-06-07,3,44316.09
2016-06-07,4,9624.7
2016-06-07,5,2708.45
2016-06-08,1,10430.4
2016-06-08,2,77545.65
2016-06-08,3,48113.36
2016-06-08,4,8531.52
2016-06-08,5,3360.2
2016-06-09,1,9433.92
2016-06-09,2,73347.52
2016-06-09,3,44742.22
2016-06-09,4,10118.76
2016-06-09,5,3089.94
2016-06-10,1,11405.88
2016-06-10,2,83808.0
2016-06-10,3,29143.66
2016-06-10,4,9116.16
2016-06-10,5,2948.8
2016-06-11,1,9435.04
2016-06-11,2,77404.32
2016-06-11,3,27301.04
2016-06-11,4,4756.76
2016-06-11,5,3711.78
2016-06-12,1,5734.38
2016-06-12,2,57305.66
2016-06-12,3,51596.24
2016-06-12,4,3906.56
2016-06-12,5,3544.45
2016-06-13,1,9925.54
2016-06-13,2,47438.82
2016-06-13,3,44796.64
2016-06-13,4,8905.57
2016-06-13,5,2963.35
2016-06-14,1,10810.62
2016-06-14,2,71944.74
2016-06-14,3,53312.7
2016-06-14,4,9267.76
2016-06-14,5,2888.5
2016-06-15,1,9184.6
2016-06-15,2,77598.3
2016-06-15,3,57261.2
2016-06-15,4,9879.76
2016-06-15,5,2713.08
2016-06-16,1,10301.2
2016-06-16,2,86682.96
2016-06-16,3,29676.83
2016-06-16,4,9804.24
2016-06-16,5,3273.34
2016-06-17,1,6319.17
2016-06-17,2,80698.06
2016-06-17,3,29088.0
2016-06-17,4,4243.2
2016-06-17,5,3104.92
2016-06-18,1,7856.66
2016-06-18,2,48518.4
2016-06-18,3,23659.09
2016-06-18,4,3789.66
2016-06-18,5,3153.7
2016-06-19,1,7118.96
2016-06-19,2,57022.02
2016-06-19,3,23991.79
2016-06-19,4,2804.76
2016-06-19,5,2678.4
2016-06-20,1,6079.19
2016-06-20,2,53148.0
2016-06-20,3,49163.96
2016-06-20,4,3659.76
2016-06-20,5,2193.84
2016-06-21,1,9000.32
2016-06-21,2,44322.96
2016-06-21,3,52885.71
2016-06-21,4,9891.92
2016-06-21,5,1514.34
2016-06-22,1,10009.58
2016-06-22,2,78747.12
2016-06-22,3,46822.34
2016-06-22,4,8502.5
2016-06-22,5,3083.61
2016-06-23,1,9092.62
2016-06-23,2,73105.99
2016-06-23,3,52795.71
2016-06-23,4,8812.2
2016-06-23,5,2997.72
2016-06-24,1,10395.84
2016-06-24,2,78827.64
2016-06-24,3,33944.68
2016-06-24,4,7663.68
2016-06-24,5,3627.3
2016-06-25,1,7952.4
2016-06-25,2,80623.62
2016-06-25,3,23383.78
2016-06-25,4,4265.94
2016-06-25,5,3636.0
2016-06-26,1,4684.68
2016-06-26,2,55990.15
2016-06-26,3,45078.9
2016-06-26,4,2784.28
2016-06-26,5,3551.13
2016-06-27,1,8063.32
2016-06-27,2,41571.12
2016-06-27,3,51068.68
2016-06-27,4,7476.76
2016-06-27,5,2252.24
2016-06-28,1,8578.32
2016-06-28,2,72968.65
2016-06-28,3,45215.17
2016-06-28,4,8391.39
2016-06-28,5,2710.68
2016-06-29,1,9340.38
2016-06-29,2,72361.08
2016-06-29,3,46442.58
2016-06-29,4,9100.08
2016-06-29,5,1569.6
2016-06-30,1,8650.46
2016-06-30,2,80925.52
2016-06-30,3,53457.04
2016-06-30,4,9476.83
2016-06-30,5,3195.15
2016-07-01,1,9907.57
2016-07-01,2,84664.66
2016-07-01,3,27772.3
2016-07-01,4,7275.03
2016-07-01,5,3100.12
2016-07-02,1,7836.55
2016-07-02,2,74322.98
2016-07-02,3,20836.8
2016-07-02,4,3645.96
2016-07-02,5,3270.72
2016-07-03,1,5041.53
2016-07-03,2,53929.92
2016-07-03,3,41402.27
2016-07-03,4,2695.98
2016-07-03,5,2964.34
2016-07-04,1,8281.84
2016-07-04,2,42023.7
2016-07-04,3,46246.0
2016-07-04,4,7734.809999999999
2016-07-04,5,1581.48
2016-07-05,1,9615.2
2016-07-05,2,65806.5
2016-07-05,3,47414.04
2016-07-05,4,8602.11
2016-07-05,5,934.08
2016-07-06,1,9601.65
2016-07-06,2,73518.39
2016-07-06,3,48657.7
2016-07-06,4,8223.2
2016-07-06,5,2686.08
2016-07-07,1,10569.3
2016-07-07,2,78705.0
2016-07-07,3,25192.84
2016-07-07,4,8977.02
2016-07-07,5,2998.2
2016-07-08,1,6730.75
2016-07-08,2,91974.96
2016-07-08,3,26528.6
2016-07-08,4,4505.76
2016-07-08,5,3352.04
2016-07-09,1,7533.99
2016-07-09,2,49082.92
2016-07-09,3,27872.18
2016-07-09,4,3780.4
2016-07-09,5,3703.88
2016-07-10,1,7633.44
2016-07-10,2,52478.95
2016-07-10,3,49213.68
2016-07-10,4,3885.96
2016-07-10,5,3027.03
2016-07-11,1,9015.93
2016-07-11,2,47634.9
2016-07-11,3,48429.19
2016-07-11,4,9010.47
2016-07-11,5,1498.23
2016-07-12,1,9498.24
2016-07-12,2,67298.92
2016-07-12,3,53786.16
2016-07-12,4,8919.8
2016-07-12,5,2612.08
2016-07-13,1,9205.52
2016-07-13,2,76666.07
2016-07-13,3,54831.36
2016-07-13,4,9268.56
2016-07-13,5,2593.5
2016-07-14,1,9037.44
2016-07-14,2,76119.54
2016-07-14,3,55798.05
2016-07-14,4,9363.71
2016-07-14,5,3213.92
2016-07-15,1,10840.62
2016-07-15,2,75234.24
2016-07-15,3,34953.93
2016-07-15,4,9229.64
2016-07-15,5,2830.34
2016-07-16,1,8592.96
2016-07-16,2,95546.13
2016-07-16,3,26384.54
2016-07-16,4,4606.08
2016-07-16,5,3537.05
2016-07-17,1,6453.9
2016-07-17,2,62282.92
2016-07-17,3,41637.05
2016-07-17,4,4022.7
2016-07-17,5,3132.15
2016-07-18,1,9957.15
2016-07-18,2,51100.98
2016-07-18,3,43342.8
